MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,target
0.6833045147083322,0.5625865388226875,0.7663430186084889,0.45955078774628166,-0.9967833576060439,-0.7445742786599094,-0.6750272567696902,2.289319575474381,0.737606399314438,-0.8159116901640858,-0.33269877506868134,-0.42442587997117115,-0.9219566646857276,-0.9860047331573066,0.648819389798537,-2.1925292913706778,-0.47010138978204097,0
-0.5293101631976473,0.1212012420886979,-0.3201455899340441,-0.3573811048458581,-0.7109080099369294,-0.07293678999343406,-0.6750272567696902,-0.7213192028647744,-0.49800415779316626,0.7115508925849585,-0.33269877506868134,0.5237878921577972,0.90258168323119,-0.5266166416253601,-0.4411392938518003,0.1748718794952084,0.08030025532353754,0
-0.6846776574710743,0.049276419163475846,-0.6439090578548945,-0.6841538618827141,-0.7109080099369294,-0.7445742786599094,-0.6750272567696902,-0.5442228041389418,-0.7451262692146872,-0.05218039878956364,-0.33269877506868134,-0.42442587997117115,-0.31377721538008835,-0.7165286258566081,-0.6624664409822835,0.5660348803558082,-0.4842181261230492,1
2.6581994454119675,1.7446553677676389,2.8786332599448428,2.910346465522701,0.7184687284086431,0.5987006986730413,0.3807075885980472,1.0496447843935521,2.6219124989035345,3.7664760580830476,-0.33269877506868134,-0.42442587997117115,2.7271200311481074,0.919745452744294,2.809913018604756,-2.1925290784634877,2.739297597587916,0
0.8462791194688309,0.14391584031686064,1.1238312655928586,1.1130963018199935,0.7184687284086431,-0.7445742786599094,0.16956061952449974,1.4038375818452173,1.0773993025190292,0.7115508925849585,4.215057709334711,3.368429208544702,2.7271200311481074,-0.09248700186149324,0.9713805193329584,-1.1986159795974212,0.5535323169806753,0
-0.8062502511937986,0.18730385009886616,-0.5486718638712587,-0.6841538618827141,-0.9967833576060439,-0.7445742786599094,-1.0973211949167851,-0.5442228041389418,-0.7451262692146872,-0.05218039878956364,-0.33269877506868134,-0.42442587997117115,-0.31377721538008835,-0.9860047331573066,-0.6941763826064897,0.6219238961580897,-0.46890145329872884,0
-0.5235057369944498,0.19852753392925232,-0.4041813164117838,-0.4390742941050721,-0.7109080099369294,-0.07293678999343406,-0.6750272567696902,-0.01293360796144376,-0.37444310208240583,-0.8159116901640858,0.8042403460321667,0.5237878921577972,-0.31377721538008835,-0.39716707631395265,-0.4569635890246031,-0.2257972014944058,-0.5733932291083775,0
0.5960969475899455,-0.4124354579624241,0.6372133782296372,0.7863235447831376,0.7184687284086431,1.941975676005992,0.16956061952449974,-0.36712640541310904,0.8302771910975083,-0.8159116901640858,3.078118588233863,3.368429208544702,1.510761132536829,0.8303936796147129,0.6437832362733666,-0.5638705587050553,0.5276833770293358,1
-0.26314817250116557,0.34587392018278,-0.22704078047657386,-0.1123015370682162,-0.7109080099369294,-0.7445742786599094,-0.4638802876961427,-0.36712640541310904,-0.2199917824439553,0.7115508925849585,-0.33269877506868134,-0.42442587997117115,0.29440223392555087,-0.7165286258566081,-0.2297516033982491,-0.07018032841355373,-0.026300650441752258,0
0.41116977487853124,0.4315582744502184,0.5740973757525465,0.6229371662647096,0.4325933807395285,-0.7445742786599094,-0.041586349549047746,1.0496447843935521,0.5831550796759875,0.7115508925849585,-0.33269877506868134,-0.42442587997117115,0.29440223392555087,-0.009923437644583212,0.49908028751594546,-0.8662606908886072,0.21004958905359883,0
